,image_id,label,source,0,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6
6072,2084868828.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6078,2085823072.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6086,2086830475.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6088,2087367640.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6115,2091940865.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6133,2095404633.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6134,2095530731.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6136,2095602074.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6149,2098671662.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6158,2099754293.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6183,2105335318.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6193,2107635089.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6212,2111990467.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6214,211225277.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6228,211507640.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6237,2115661859.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6243,2117358649.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6253,211984788.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6264,2123282382.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6268,2123622289.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6270,2124179391.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6275,212476705.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6280,2125659201.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6301,2129187694.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6317,2133005660.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6318,2133117540.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6322,213439636.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6334,2137686815.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6342,2138515969.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6348,213965591.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6350,2139839273.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6362,2141137374.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6372,2142361151.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6378,2143264851.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6379,2143275369.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6382,2144385069.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6405,2148757008.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6447,2156331801.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6451,2156480283.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6455,2156956307.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6500,2166623214.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6503,216687816.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6517,2169168830.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6528,2171124892.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6536,217326166.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6549,2174889455.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6593,2181796105.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6599,2182500020.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6607,218377.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6631,2187765888.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6633,2188047288.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6644,2189559385.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6657,2191259064.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6663,2192563382.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6678,2195305103.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6681,2196148634.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6695,2198912215.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6702,219949624.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6704,2199920986.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6708,2200120036.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6720,2202498219.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6724,220313132.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6752,2207984247.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6761,2209171783.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6769,2210767635.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6787,2213611476.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6813,2217792341.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6816,2218341655.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
6820,2218943916.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6822,2219671077.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6824,2220309469.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6838,2221889127.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6844,222408445.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6863,2226299947.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6874,2229221993.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6879,2229847111.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6891,2232929983.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6901,2234665752.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6912,2236683337.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6921,2237969004.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
6949,2242172318.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6965,2244982955.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6972,224556154.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6976,2246450442.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
6981,2247595260.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6999,2251583230.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7000,2251742457.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7013,2253584700.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7030,2256701699.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7042,2259448327.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
7056,2260651595.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7064,2262263316.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7076,226416882.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7078,226485421.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7080,2265275376.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7081,2265305065.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7082,226533928.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7088,2265725202.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7108,2269255258.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7110,226962956.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7111,2269735086.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7143,2274470269.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7153,2276509518.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7163,2278166989.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7169,2278439713.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7197,2282747032.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7208,2285402273.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7213,2286580738.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7223,2288946965.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
7231,2290881666.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7246,2293657925.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7248,2294026382.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7253,2294615213.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7255,2295281657.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7264,2297435998.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7265,2297466887.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7270,2297909098.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
7273,2298957089.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7285,2301906836.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7292,230268028.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7293,230268037.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7294,2302696132.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7314,2307171818.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7331,2310387550.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7345,2313757161.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7353,2315268478.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7378,2319594231.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
7383,2320107173.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
7384,2320471703.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7386,232064940.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7393,2321669192.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7397,2321881584.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7400,2322017593.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7409,2323359188.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7411,232348694.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
7416,2324073630.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7438,2326585522.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7443,232710623.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7449,2328106144.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7453,2328883728.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7477,2332024831.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7485,2333701090.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7487,2333905291.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7490,2334840744.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7503,2337628100.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
7535,2343109986.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7543,234405465.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
7550,2344929083.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7552,2345003518.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
7584,2350166904.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7593,2350967286.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
7614,235457255.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
7643,2360034731.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
7646,2360219918.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
7651,2360611086.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
